Location ID	Aquifer	Latitude	Longitude	Ground Elevation	Geologic Unit Code	Well Installation Date	Total Well Depth [ft]	Well Diameter [in]	Screen Top [ft]	Screen Bottom [ft]	Comments	WELL_COMPLETION_REPORT_URL	Location Type	Monitoring Area	Watershed	Well Status	Inactive Date	TOC Elevation	LWA Notes	Source	Max	Max Date	Last	Last Date	Max Hex	Max Date Hex	Last Hex	Last Date Hex	Length	Active	Exceedance	Substantial Data
41-01002	NULL	35.87655	-106.29614	6910.740	NULL	NULL	NULL	NULL	NULL	NULL	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:WELL IMMEDIATELY EAST OF TA-41 Notes: Aggregate:, NULL, Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:WELL IMMEDIATELY EAST OF TA-41 Notes: Aggregate:, Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:WELL IMMEDIATELY EAST OF TA-41 Notes: Aggregate:	NULL	MON	General	Los Alamos	NULL	NULL	[84]		Well Info	22.3	2000-06-21	2.3	2000-08-31	No Data	No Data	No Data	No Data	8		Exceedance	Substantial
41-01003	NULL	35.87704	-106.30272	6968.130	NULL	NULL	NULL	NULL	NULL	NULL	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:SECOND BOREHOLE/WELL WEST OF TA-41 Notes: Aggregate:, NULL, Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:SECOND BOREHOLE/WELL WEST OF TA-41 Notes: Aggregate:, Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:SECOND BOREHOLE/WELL WEST OF TA-41 Notes: Aggregate:	NULL	MON	General	Los Alamos	NULL	NULL	[84]		Well Info	1.9	2000-06-22	0.37	2001-06-18	No Data	No Data	No Data	No Data	16			Substantial
41-01004	NULL	35.87906	-106.31164	7050.000	NULL	NULL	NULL	NULL	NULL	NULL	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:LAO-C, NULL, Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:LAO-C, Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:LAO-C	NULL	MON	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
41-01045	NULL	35.87883	-106.3353	7323.590	NULL	NULL	NULL	NULL	NULL	NULL	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:BACKGROUND WELL WEST OF ICE RINK Notes: Aggregate:, NULL, Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:BACKGROUND WELL WEST OF ICE RINK Notes: Aggregate:, Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:BACKGROUND WELL WEST OF ICE RINK Notes: Aggregate:	NULL	MON	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
73-01005	NULL	35.88071	-106.27206	7138.520	NULL	NULL	NULL	NULL	NULL	NULL	Location Desc:LP-5 Notes:LOCATION ID IS THE SAME AS 73-1005 Aggregate:609, NULL	NULL	BH	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
73-01006	NULL	35.88177	-106.27343	7141.780	NULL	NULL	NULL	NULL	NULL	NULL	Location Desc:LP-6 Notes:LOCATION ID IS THE SAME AS 73-1006 Aggregate:729, NULL	NULL	BH	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
73-01007	NULL	35.88153	-106.27115	7132.450	NULL	NULL	NULL	NULL	NULL	NULL	Location Desc:LP-7 Notes:LOCATION ID IS THE SAME AS 73-1007 Aggregate:608, NULL	NULL	BH	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
73-01009	NULL	35.88147	-106.27234	7137.680	NULL	NULL	NULL	NULL	NULL	NULL	Location Desc:LP-9 Notes:LOCATION ID IS THE SAME AS 73-1009 Aggregate:604, NULL	NULL	BH	General	Los Alamos	NULL	NULL	[84]		Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	1			
73-01011	NULL	35.88034	-106.27034	7131.130	NULL	NULL	NULL	NULL	NULL	NULL	Location Desc:LPS-2 Notes:LOCATION ID IS THE SAME AS 73-1011 Aggregate:600, NULL	NULL	BH	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
73-02428	NULL	35.8811	-106.26933	7121.230	NULL	NULL	NULL	NULL	NULL	NULL	Location Desc: Notes:LI-5  73-02428 Aggregate:, NULL	NULL	BH	General	Los Alamos	NULL	NULL	[84]		Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	1			
Anderson Spring	NULL	35.86861	-106.33253	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	General	Pajarito	NULL	NULL	[84]		Well Info	9.3	2007-07-06	6.52	2010-08-09	No Data	No Data	No Data	No Data	26		Exceedance	Substantial
APCO-1	Alluvial	35.87295	-106.22032	6367.53	Qal	1990-08-15 00:00:00	19.70	2	4.7	14.700	NULL, NULL	NULL	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	2.26	2013-06-05	2.26	2013-06-05	No Data	No Data	No Data	No Data	37			Substantial
B1	NULL	35.87374	-106.33013	7457.700	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	MON	General	Pajarito	NULL	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
Barnstead millipore DI water	NULL	35.86773	-106.31568	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	GENERIC	General	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
CDBO-1	Alluvial	35.83978	-106.25826	6757.600	Qal	1985-04-17 00:00:00	13.00	4 in	5.1	13.100	NULL, NULL	NULL	MON	TA-54	Mortendad	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
CDBO-2	Alluvial	35.84022	-106.25775	6748.200	Qal	1985-04-18 00:00:00	18.00	4 in	5.9	17.900	NULL, NULL	NULL	MON	TA-54	Mortendad	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
CDBO-3	Alluvial	35.83612	-106.24912	6670.200	Qal	1985-04-18 00:00:00	12.00	4 in	4.4	12.400	NULL, NULL	NULL	MON	TA-54	Mortendad	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
CDBO-4	Alluvial	35.83319	-106.23294	6564.500	Qal	1985-04-18 00:00:00	12.00	2 in	4.1	12.100	NULL, NULL	NULL	MON	General	Mortendad	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
CDBO-5	Alluvial	35.85317	-106.27306	6879.010	Qal	1992-01-01 00:00:00	17.00	2 in	7	17.000	NULL, NULL	NULL	MON	General	Mortendad	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
CDBO-6	Alluvial	35.85026	-106.2642	6817.2	Qal	1992-06-01 00:00:00	49.00	2	34	44.000	NULL, NULL	NULL	NULL	General	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	5.5	2008-02-11	3.5	2010-08-02	No Data	No Data	No Data	No Data	33			Substantial
CDBO-7	Alluvial	35.84625	-106.26018	6771.81	NULL	1992-06-01 00:00:00	44.00	NULL	29	39.000	NULL, NULL	NULL	NULL	General	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	10			Substantial
CDBO-8	Alluvial	35.84368	-106.25379	6722.470	Qal	1992-06-01 00:00:00	23.00	NULL	3	13.000	NULL, NULL	NULL	MON	General	Mortendad	A	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
CDBO-9	Alluvial	35.83637	-106.24426	6633.000	Qal	1992-06-01 00:00:00	34.00	NULL	19	29.000	NULL, NULL	NULL	MON	TA-54	Mortendad	A	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
Core Hole 2	Intermediate	35.87467	-106.29805	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	MON	General	Sandia	NULL	2012-03-15 10:48:00	[84]	Aquifer updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	1			
CrCH-1	NULL	35.85901	-106.26108	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	88.5	2014-10-15	88.5	2014-10-15	No Data	No Data	No Data	No Data	2		Exceedance	
CrEX-1	NULL	35.85785	-106.25667	6831.303	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL, Coordinates from LANL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	201.0	2014-11-25	135.0	2019-02-27	No Data	No Data	No Data	No Data	5	Active	Exceedance	Substantial
CrEX-2	NULL	35.85898	-106.26088	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	367.0	2017-05-15	251.0	2019-02-27	No Data	No Data	No Data	No Data	2	Active	Exceedance	
CrEX-3	Regional	35.85967	-106.25495	6734.601	Tpf	NULL	1004.5	8 in	909.6	948.8	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]	Aquifer updated from MW, Ground Elevation updated from MW, Geologic Unit Code updated from MW, Total Well Depth [ft] updated from MW, Well Diameter [in] updated from MW, Screen Top [ft] updated from MW, Screen Bottom [ft] updated from MW	Well Info	193.0	2019-02-27	193.0	2019-02-27	No Data	No Data	No Data	No Data	2	Active	Exceedance	
CrIN-1	NULL	35.85997	-106.2511	6705	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	INJ	Chromium	Mortendad	NULL	NULL	[84]		Well Info	81.6	2016-11-09	63.5	2017-09-06	No Data	No Data	No Data	No Data	4	Active	Exceedance	Substantial
CrIN-2	NULL	35.85865	-106.25197	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	98.1	2016-06-02	87.7	2017-09-05	No Data	No Data	No Data	No Data	3	Active	Exceedance	
CrIN-3	NULL	35.85679	-106.25178	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	53.9	2017-09-21	53.9	2017-09-21	No Data	No Data	No Data	No Data	3	Active	Exceedance	
CrIN-4	NULL	35.8565	-106.25522	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	88.3	2016-06-22	72.9	2016-11-28	No Data	No Data	No Data	No Data	3	Active	Exceedance	
CrIN-5	NULL	35.85648	-106.25585	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	85.4	2016-11-29	85.4	2016-11-29	No Data	No Data	No Data	No Data	2	Active	Exceedance	
CRPZ-2 S1	NULL	35.86028	-106.25606	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	115.0	2016-04-01	97.3	2018-02-01	No Data	No Data	No Data	No Data	2	Active	Exceedance	
CRPZ-2 S2	NULL	35.86028	-106.25606	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	38.2	2016-02-26	38.2	2016-02-26	No Data	No Data	No Data	No Data	1	Active	Exceedance	
CRPZ-3	NULL	35.86122	-106.26005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	379.0	2018-01-30	379.0	2018-01-30	No Data	No Data	No Data	No Data	2	Active	Exceedance	
CRPZ-4	NULL	35.86115	-106.26329	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	79.3	2018-01-31	79.3	2018-01-31	No Data	No Data	No Data	No Data	2	Active	Exceedance	
CRPZ-5	NULL	35.86036	-106.26489	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]		Well Info	241.0	2016-04-15	164.0	2018-02-01	No Data	No Data	No Data	No Data	3	Active	Exceedance	
DP Spring	NULL	35.87469	-106.2633	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	TA-21	Los Alamos	NULL	NULL	[84]		Well Info	5.6	2006-08-03	3.87	2009-07-21	No Data	No Data	No Data	No Data	29			Substantial
DP-0.0 Spring	NULL	35.87284	-106.25946	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	TA-21	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
DP-03-21601	NULL	35.87786	-106.27353	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate source LA-UR-04-2836, Report on Alluvial Well and Piezometer Completions in DP Canyon--Reach DP-2, NULL	NULL	BH(1-10ft)	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
DP-03-21604	NULL	35.8779	-106.27347	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate source LA-UR-04-2836, Report on Alluvial Well and Piezometer Completions in DP Canyon--Reach DP-2, NULL	NULL	GENERIC	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
DP-03-21614	NULL	35.87793	-106.27326	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate source LA-UR-04-2836, Report on Alluvial Well and Piezometer Completions in DP Canyon--Reach DP-2, NULL	NULL	BH(1-10ft)	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
DP-03-21617	NULL	35.87778	-106.27317	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate source LA-UR-04-2836, Report on Alluvial Well and Piezometer Completions in DP Canyon--Reach DP-2, NULL	NULL	BH(1-10ft)	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
DP-03-21618	NULL	35.87783	-106.27313	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate source LA-UR-04-2836, Report on Alluvial Well and Piezometer Completions in DP Canyon--Reach DP-2, NULL	NULL	BH(1-10ft)	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
DP-03-21627	NULL	35.87779	-106.27295	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate source LA-UR-04-2836, Report on Alluvial Well and Piezometer Completions in DP Canyon--Reach DP-2, NULL	NULL	BH(1-10ft)	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
DP-03-21638	NULL	35.87768	-106.27257	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate source LA-UR-04-2836, Report on Alluvial Well and Piezometer Completions in DP Canyon--Reach DP-2, NULL	NULL	BH(1-10ft)	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
DP-03-21641	NULL	35.87771	-106.27232	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate source LA-UR-04-2836, Report on Alluvial Well and Piezometer Completions in DP Canyon--Reach DP-2, NULL	NULL	BH(1-10ft)	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
DP-03-21644	NULL	35.87779	-106.272	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate source LA-UR-04-2836, Report on Alluvial Well and Piezometer Completions in DP Canyon--Reach DP-2, NULL	NULL	BH(1-10ft)	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
DP-03-21650	NULL	35.87758	-106.27166	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate source LA-UR-04-2836, Report on Alluvial Well and Piezometer Completions in DP Canyon--Reach DP-2, NULL	NULL	BH(1-10ft)	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
ER ID #03-2664	NULL	35.87374	-106.33013	7457.700	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	MON	General	Pajarito	NULL	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
ER ID #18-01685	NULL	35.83237	-106.25166	6654.700	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	MON	TA-54	Pajarito	NULL	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
Fire Station 1	NULL	35.87643	-106.32097	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Locations estimated in April 2010 by georeferencing locations on old ESR maps., NULL	NULL	NOC	General	Sandia	NULL	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
Fire Station 2	NULL	35.88078	-106.28702	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Locations estimated in April 2010 by georeferencing locations on old ESR maps., NULL	NULL	NOC	General	Los Alamos	NULL	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
Fire Station 3	NULL	35.82715	-106.20556	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Locations estimated in April 2010 by georeferencing locations on old ESR maps., NULL	NULL	NOC	General	Mortendad	NULL	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
G-5	NULL	35.82842	-106.23684	6306.000	NULL	1951-05-01 00:00:00	1850.00	NULL	NULL	NULL	Plugged and Abandoned in 1999, Plugged and abandoned 1999	NULL	SUP	TA-54	Pajarito	PA	2012-03-15 10:48:00	[84]		Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	3			
Hamilton Bend Spring	NULL	35.88172	-106.24248	6495.100	NULL	NULL	NULL	NULL	NULL	NULL	updated location type from spring since we no longer collect water, only sed, NULL	NULL	SPR	General	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LA-00115	NULL	35.86713	-106.22501	6386.180	NULL	NULL	NULL	NULL	NULL	NULL	Survey date and accuracy for coordinates and elevation are UNKNOWN., NULL	NULL	BH	TA-21	Los Alamos	NULL	NULL	[84]		Well Info	1.7	2001-08-16	1.7	2001-08-16	No Data	No Data	No Data	No Data	1			
LA-10008	NULL	35.87389	-106.27624	0.000	NULL	NULL	NULL	NULL	NULL	NULL	Survey date and accuracy for coordinates and elevation are UNKNOWN., NULL	NULL	BHover10ft	TA-21	Los Alamos	NULL	NULL	[84]		Well Info	35.0	2000-07-25	16.0	2000-07-25	No Data	No Data	No Data	No Data	2		Exceedance	
LA-10035	NULL	35.87317	-106.25822	6579.000	NULL	NULL	NULL	NULL	NULL	NULL	Survey date and accuracy for coordinates and elevation are UNKNOWN. Record created for data migration.  Needs field coordinates., NULL, Survey date and accuracy for coordinates and elevation are UNKNOWN. Record created for data migration.  Needs field coordinates., Survey date and accuracy for coordinates and elevation are UNKNOWN. Record created for data migration.  Needs field coordinates.	NULL	MON	TA-21	Los Alamos	NULL	NULL	[84]		Well Info	4.22	2002-06-05	3.93	2002-06-05	No Data	No Data	No Data	No Data	6			Substantial
LA-10066	NULL	35.87635	-106.29457	6900.000	NULL	NULL	NULL	NULL	NULL	NULL	Survey date and accuracy for coordinates and elevation are UNKNOWN. Record created for data migration.  Needs field coordinates., NULL, Survey date and accuracy for coordinates and elevation are UNKNOWN. Record created for data migration.  Needs field coordinates., Survey date and accuracy for coordinates and elevation are UNKNOWN. Record created for data migration.  Needs field coordinates.	NULL	MON	General	Los Alamos	NULL	NULL	[84]		Well Info	1.2	2001-06-25	0.622	2002-06-04	No Data	No Data	No Data	No Data	6			Substantial
LA-10068	NULL	35.87216	-106.24887	6519.000	NULL	NULL	NULL	NULL	NULL	NULL	Survey date and accuracy for coordinates and elevation are UNKNOWN., NULL, Survey date and accuracy for coordinates and elevation are UNKNOWN., Survey date and accuracy for coordinates and elevation are UNKNOWN.	NULL	MON	TA-21	Los Alamos	NULL	NULL	[84]		Well Info	1.5	2001-06-27	1.5	2001-06-27	No Data	No Data	No Data	No Data	4			Substantial
LA-10135	NULL	35.867	-106.21926	6304.900	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	BH	General	Los Alamos	NULL	NULL	[84]		Well Info	0.881	2002-08-16	0.881	2002-08-16	No Data	No Data	No Data	No Data	6			Substantial
LA-5.19 Spring	NULL	35.86981	-106.23799	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	TA-21	Los Alamos	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LADP-3	Intermediate	35.87418	-106.27507	6754.19	Qbog	1993-12-17 00:00:00	326.00	2	316	325.000	NULL, NULL, Brass Cap, Brass Cap, 21-1682 (second label). Drill hole OU-1106(TA-21): geo/hydro investigative	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	12.9	2008-01-24	6.24	2017-09-27	No Data	No Data	No Data	No Data	22	Active	Exceedance	Substantial
LAO-0.3	Alluvial	35.87704	-106.30272	NULL	NULL	1994-05-27 00:00:00	11.25	NULL	5.9	10.900	NULL, NULL	NULL	NULL	General	Los Alamos	A	NULL	[84]		Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	11			Substantial
LAO-0.6	Alluvial	35.87655	-106.29614	6910.74	Qal	1994-05-06 00:00:00	13.35	4 in	8	13.000	NULL, NULL, RJK revised added elev 5/25/05, RJK revised added elev 5/25/05	NULL	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW, Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	5.7	2006-08-03	3.2	2008-08-29	No Data	No Data	No Data	No Data	11			Substantial
LAO-0.7	Alluvial	35.87635	-106.29457	6904	NULL	1993-06-16 00:00:00	23	2 in	15	20.000	NULL, NULL, RJK added elev 8/3/05, 2 inch PVC casing, 12 inch diameter steel riser 1 ft. 10.5 inches above ground surface.  Water level 12.19 ft bgs on 6/18/1997.  Purge time 24 min., RJK added elev 8/3/05	NULL	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW, Total Well Depth [ft] updated from MW, Well Diameter [in] updated from MW	Well Info	0.885	2003-07-09	0.885	2003-07-09	No Data	No Data	No Data	No Data	13			Substantial
LAO-0.8	Alluvial	35.87639	-106.29293	6887.58	Qal	1994-05-11 00:00:00	12.85	4 in	7.5	12.500	NULL, NULL, Brass cap elevation, Brass cap elevation	NULL	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW, Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LAO-0.91	Alluvial	35.87621	-106.28971	NULL	NULL	1994-05-12 00:00:00	14.85	NULL	9.5	14.500	NULL, NULL	NULL	NULL	General	Los Alamos	A	NULL	[84]		Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	1			
LAO-1	Alluvial	35.87552	-106.2872	6836.24	Qal	1966-02-01 00:00:00	28.00	3 in	8	28.000	NULL, NULL	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW, Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	17.0	2002-08-05	5.22	2009-07-16	No Data	No Data	No Data	No Data	20		Exceedance	Substantial
LAO-1.1	Alluvial	35.87477	-106.28151	6797	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL, Location carried over from ESH database, but without coords.  NMED GPSd in the coords.	NULL	NULL	TA-21	Los Alamos	NULL	NULL	[84]	Aquifer updated from MW, Ground Elevation updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LAO-1.2	Alluvial	35.87389	-106.27623	NULL	NULL	1969-04-01 00:00:00	18.00	NULL	8	18.000	NULL, NULL	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LAO-1.6g	Alluvial	35.87168	-106.26463	6658.01	Qal	1996-03-20 00:00:00	30.82	4 in	10.47	25.470	NULL, NULL	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW, Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	10.8	2008-08-27	10.8	2008-08-27	No Data	No Data	No Data	No Data	30		Exceedance	Substantial
LAO-1.8	Alluvial	35.87197	-106.26678	6680.000	Qal	1969-04-01 00:00:00	18.00	3 in	8	18.000	NULL, NULL	NULL	MON	TA-21	Los Alamos	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LAO-2	Alluvial	35.87316	-106.25948	NULL	NULL	1966-02-01 00:00:00	32.00	NULL	7	32.000	NULL, NULL	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]		Well Info	4.9	2007-07-23	2.61	2009-07-15	No Data	No Data	No Data	No Data	28			Substantial
LAO-3	Alluvial	35.87317	-106.25812	6607.600	NULL	1966-02-01 00:00:00	24.00	NULL	9	24.000	Elevation revised based on LIDAR surface location pick, NULL	NULL	OBS	TA-21	Los Alamos	A	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LAO-3a	Alluvial	35.87317	-106.25822	6609.1	Qal	1989-09-14 00:00:00	14.70	2	4.7	14.700	NULL, NULL, Elevation revised based on LIDAR surface location pick, Elevation revised based on LIDAR surface location pick	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	13.9	2003-09-17	3.43	2018-06-18	No Data	No Data	No Data	No Data	35	Active	Exceedance	Substantial
